"Instituto Nacional de Estadística y Geografía",
"Índice Nacional de Precios al Consumidor y sus Componentes",

"Título"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Mercancías no alimenticias"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Vivienda"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Educación (colegiaturas)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Otros servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Precios al Consumidor (INPC)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Mercancías no alimenticias"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Vivienda"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Educación (colegiaturas)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Otros servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Frutas y verduras"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Pecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",
"Dic 1983","0.294047380580263","0.325911861577208","0.353928631683603","0.241863868902615","0.479932038099979","0.275967577252598","0.348186617142403","0.127915698981151","0.258805711966103","0.211597223050782","0.266942093245211","0.215186373844556","0.300970023808109","0.164323919553847","0.174610663861117","0.141773650958712","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 1984","0.312727717931516","0.343349890951566","0.371213021070389","0.255746368166406","0.50018782433557","0.293049756185476","0.364757003228991","0.129461861948776","0.278463876247435","0.232370617484322","0.301337125988139","0.258171304414965","0.328912088664638","0.172947659659573","0.184961835401841","0.146851868509676","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 1984","0.329232317610734","0.363431080741047","0.391480483068907","0.271714933589957","0.524415668943906","0.312212089876027","0.381640483594029","0.134624502506054","0.30105767692167","0.240232845294403","0.316541046694016","0.255111200663646","0.35693248889645","0.174206747156549","0.186451104535786","0.14763711354428","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 1984","0.343304281333764","0.378913964372659","0.408773136452028","0.283358905802309","0.548131019023031","0.324651214757716","0.394644175310348","0.13463631518243","0.314978119002305","0.250615512722643","0.335556164762961","0.26267825480977","0.383884033946933","0.176844072573534","0.187975729944771","0.15245403677721","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 1984","0.358155549984224","0.391804470604354","0.425516024935087","0.29749343685786","0.56669665081125","0.331719914886641","0.403414959972588","0.13463631518243","0.322102210433313","0.269317209506394","0.351894957367499","0.275021986139185","0.4028931288682","0.198019995013963","0.215387706726067","0.160957200514087","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 1984","0.370031685863033","0.403228381217789","0.438546981199995","0.307969884353774","0.581952073309137","0.34051716304385","0.413110685673818","0.134967943612326","0.33162204018105","0.281762958882397","0.364899670831486","0.279989485030458","0.421473211781165","0.210157758879975","0.231831629534621","0.164375697024059","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 1984","0.38342337604799","0.419732806516101","0.457875021119131","0.32223791842685","0.606532611981546","0.352523345018473","0.424637840116148","0.141165299393691","0.344866029300697","0.287673810789564","0.376403106027016","0.293359528030927","0.431533166874961","0.211037338486059","0.232391913303026","0.165879163365114","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 1984","0.395992705756055","0.434772368006379","0.474620793100839","0.333793916013878","0.629067309480327","0.364678819617409","0.438205371783688","0.142417639759076","0.357823132412959","0.294230426622421","0.389627379507213","0.31708774232272","0.437161664924323","0.21158744677033","0.232478010545603","0.167345185326971","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 1984","0.407248838613348","0.447044971789814","0.48733553492957","0.338400660040857","0.652581179180654","0.37592971690337","0.449756124329601","0.157473485137295","0.368647763807726","0.302786176679623","0.406856920827989","0.339704869114884","0.450388346964817","0.212329913555173","0.232492118095353","0.169526903532106","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 1984","0.41938043776519","0.4633255575997","0.505530172379609","0.350275106085733","0.678112620615989","0.388994251285597","0.460535610907357","0.210532942620417","0.378257844924012","0.305155838531394","0.409074887117785","0.318247119003141","0.469399348014206","0.21487763476792","0.234284942982714","0.173543696343473","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 1984","0.434033653996634","0.482507932234913","0.530730223034484","0.371458686987901","0.706195301191022","0.399113810418489","0.471587494207393","0.210577606163584","0.389308501953333","0.309102016297208","0.415293645286726","0.299028016993797","0.493621766454553","0.216804709583692","0.235167253585985","0.177524279672085","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 1984","0.448929413209177","0.498634966938498","0.551395821870216","0.382887712635479","0.738356463936408","0.40835125933742","0.483192788324052","0.210577606163584","0.398536526176899","0.320680077792218","0.438318587669092","0.331230601741593","0.509892647128504","0.218076227557594","0.236158300483758","0.1793374773352","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 1984","0.46799581549372","0.519677423595136","0.577471351654938","0.406596217113251","0.764665853323143","0.421650009350707","0.496322071967236","0.210614335790095","0.413856527589545","0.334599086791036","0.466189984387326","0.367998352587602","0.531160172729354","0.219429607505891","0.236465871410478","0.182753740938148","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 1985","0.502711446516467","0.546939190337176","0.604195530761898","0.426849564514426","0.797845067627526","0.448772290115215","0.520880603259989","0.21155416832889","0.446256824280083","0.384751474826186","0.510724377527153","0.359069735273441","0.613211059465272","0.275558161317773","0.302877685648767","0.217715131356021","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 1985","0.523596221785414","0.571629461304662","0.630429867290485","0.450696635481129","0.824323637777597","0.470489623614826","0.543059322360401","0.219158404780928","0.469908422863277","0.396319304998351","0.524105811850379","0.332356824019545","0.654932658852002","0.285653060811324","0.310980591274606","0.231643674825042","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 1985","0.543885399603342","0.597756554294994","0.662245459297823","0.476135449067901","0.86178523458538","0.487787802349435","0.561774151127724","0.219161174566148","0.488908331845217","0.402755301623727","0.535460691261878","0.341890269140869","0.66746501871314","0.287684205677422","0.312792792836131","0.234084459635859","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 1985","0.560621062165695","0.614614226419818","0.679240049047958","0.485005557354072","0.889045692929425","0.503901383257454","0.577518672777188","0.219161174566148","0.507569875948906","0.418593891653563","0.566658818239222","0.394650940319816","0.683029040779097","0.289698356006205","0.314564162079397","0.236555879042924","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 1985","0.573902240862582","0.632167385020005","0.697410551711976","0.495354496075519","0.916863131397495","0.520014295126497","0.593863729531733","0.225624428423353","0.525077707649304","0.421794907357718","0.57402129422633","0.396214725961826","0.694434707735489","0.28913590363413","0.313067515072794","0.237858679216802","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 1985","0.588275593431847","0.650252226177413","0.716266096626727","0.507096258637607","0.944188638907766","0.53642652220411","0.61309877109573","0.22944118308747","0.541783556941845","0.427301413304279","0.583353983538131","0.412390294444633","0.698811722618866","0.291224291351783","0.313637518128954","0.242940547315923","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 1985","0.608762823669541","0.673013742507633","0.737753760852586","0.515205136504174","0.983429424252246","0.560227923005393","0.639107073909164","0.230623655766036","0.567631829677623","0.441925115807618","0.612022531038649","0.452165152401873","0.719298615008432","0.293209164889534","0.315436942853952","0.24526902931914","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 1985","0.635376851866098","0.703559460143632","0.771122003967487","0.532857267391728","1.03659167782965","0.585816991389874","0.661602166511002","0.249857393763651","0.596285172227244","0.458723404544824","0.642952078053681","0.457816743911689","0.767865377726053","0.297325129840148","0.317335792124853","0.253742450231418","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 1985","0.660752314213595","0.734980673240185","0.800879906610116","0.549237914397726","1.08302095273392","0.618540306294912","0.685344613579427","0.342260540188132","0.62728961824334","0.469589193618129","0.660715942868462","0.463481570594143","0.794040829843197","0.302043952371082","0.321451771174909","0.259600298610071","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 1985","0.685852223116624","0.76607591622144","0.838322983219391","0.573138185898597","1.13638674529987","0.639719764464814","0.708861204608031","0.344980838746631","0.649868558264101","0.480299128807173","0.679271146152319","0.483989223989921","0.811019420759378","0.305735777122497","0.324650420952316","0.264226083021036","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 1985","0.717495124989483","0.802320798235356","0.880252383848274","0.596324154712882","1.20164451452031","0.666809895871146","0.745918994956266","0.345043436776041","0.675199939279646","0.500436272953006","0.718040574977901","0.549613055102744","0.83031871125638","0.309118010806094","0.328433946582423","0.26676713345362","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 1985","0.766340130588527","0.838130030159943","0.92068718919584","0.623275618431542","1.25752019745322","0.694962883892449","0.775523597271695","0.345388541139351","0.706566536647062","0.576720102181898","0.764906361196875","0.624380475794024","0.856887707966066","0.413632373140411","0.463345550923319","0.309492501192079","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 1986","0.834092231384849","0.909993013568623","0.995862261047341","0.707579286108295","1.30885689972265","0.759829661434164","0.82112824138522","0.356364252604873","0.790445770478822","0.632727315782286","0.814926634684696","0.65975405594795","0.91679895850438","0.476050321877113","0.525961548464544","0.370722617587116","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 1986","0.871174477437797","0.95754511030536","1.05194198148319","0.741909985934871","1.39103648175036","0.793871684375237","0.865781950631452","0.368932637437435","0.821802659106438","0.644937965040467","0.815894277826152","0.575622259673263","0.978198771197382","0.498771608810514","0.538511715755015","0.413385102134062","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 1986","0.911666716794128","1.00817543791688","1.11620494635529","0.789842725760844","1.47200484241688","0.823735829492884","0.896239699536867","0.369078486436754","0.855642644369057","0.661172550985729","0.834610058310901","0.591106112835116","0.999018512028446","0.512997793172851","0.551263547434211","0.430362802955184","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 1986","0.95926311145802","1.06346771125298","1.18458191833669","0.846907703963421","1.5488393439977","0.858877215643779","0.928134450924872","0.369255934903494","0.897710171305628","0.689724178288253","0.884222568680729","0.657546878503822","1.03617101786146","0.522705789359171","0.564021727519065","0.43388055158764","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 1986","1.01257009870861","1.12549659987176","1.26592473112377","0.91900795921225","1.63376758106274","0.891803559647149","0.959545821388864","0.382681034534139","0.934593522385788","0.721476516172644","0.942201315533017","0.762516191687296","1.06018129583655","0.530930287958855","0.573103737055147","0.440294863991593","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 1986","1.07756664433635","1.20465006930955","1.35935860937324","0.998553846196294","1.73634689784187","0.948348622568856","1.01077214846276","0.395583314291857","1.00075543989332","0.752277761357263","0.994857269379699","0.831571579241657","1.1006506723162","0.54219693865256","0.581779625296826","0.456571196083038","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 1986","1.13133289250856","1.26507439955933","1.42588470893303","1.03523652654975","1.84004714774362","0.998241361140006","1.05171809436211","0.399333193960959","1.0625151621534","0.789099546462314","1.0455211651295","0.843881399605217","1.17803718114681","0.566930704902978","0.594460442410079","0.504963491918822","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 1986","1.22153124327409","1.33738291148422","1.51608133013555","1.09385944578736","1.96698726338495","1.04310905995925","1.08881228008759","0.410706735039047","1.11689638158131","0.916096093457096","1.09114847292116","0.865479300018994","1.24026451447936","0.770631026004511","0.744061275944527","0.813675909668509","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 1986","1.29481166937316","1.42143578709768","1.61786467917725","1.16732689939913","2.0989959693069","1.09955737275432","1.13314513576761","0.61630514066277","1.16266284932502","0.962474172226368","1.13945300766888","0.910341780509946","1.29051946331684","0.816004913539187","0.806088790904945","0.825348865983874","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 1986","1.36882402945339","1.51508718541733","1.73818902047059","1.25466658230735","2.25429971165239","1.15275587527288","1.18754138537953","0.61630514066277","1.22289630851764","0.989657989959091","1.17457995295535","0.898075413426013","1.35894815409165","0.836351687570538","0.833726717612587","0.830934853467854","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 1986","1.46130432434191","1.61760863762556","1.86505495046828","1.33650862124596","2.43379052888022","1.21779750556641","1.24522493989257","0.618138225510241","1.30133744149922","1.05628159876813","1.2399515037288","0.961029998519616","1.42536739624671","0.905218628803172","0.925318382124794","0.853726732201161","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 1986","1.57673462586393","1.74231350750299","2.01387964153775","1.43388619963704","2.6422439479245","1.30461080268722","1.32775065035776","0.622338086470792","1.40266199201521","1.14648188891946","1.35774460673168","1.07782145216839","1.5426665156348","0.971598869659006","0.99911706212091","0.904507499480934","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 1987","1.70440129279554","1.8868890125633","2.15710650717345","1.52674118194086","2.84417796825839","1.44634091188947","1.4112231932839","0.68703815981683","1.59004465446291","1.23146038743812","1.47476765461021","1.16771068803594","1.677763888435","1.0285892079006","1.02860722987673","1.0154703659441","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 1987","1.82738639011058","2.02925916955591","2.34197091612297","1.66229391869541","3.08068607343401","1.52448692363186","1.47273385215468","0.719285107057355","1.68496569120639","1.30636535392769","1.59903832940401","1.26685728607761","1.81860730223562","1.05945679930677","1.03432866604044","1.09596065070611","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 1987","1.94815269938473","2.17201774241381","2.52737368499903","1.7890018366447","3.33208029654","1.60279846410627","1.54893452361117","0.719601320285305","1.77580142856276","1.37328186774273","1.72134875635306","1.37785554832879","1.94770058575529","1.07667671523818","1.04039896454734","1.1351379549474","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 1987","2.11860645972715","2.32988856178369","2.71052967246625","1.91279153680801","3.58255269568349","1.72005796528918","1.63512629374712","0.72184828104206","1.92749682633483","1.56563348725409","1.91047074446497","1.56966195289366","2.13298062659996","1.27515188488288","1.30571871488284","1.19813582223021","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 1987","2.27832505884218","2.49839336162322","2.92818506755279","2.05670576618569","3.88510996247287","1.81415291033706","1.7202191501455","0.74301197948861","2.03771958300589","1.69968991472047","2.06721472278453","1.70516699054388","2.3032056093945","1.39060734747336","1.32607914709073","1.50126529288525","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 1987","2.4431457328032","2.68468490865866","3.16532138889335","2.22687268461182","4.19420021880225","1.92307739314871","1.80384258435571","0.77400601885058","2.1729801299552","1.81019507894937","2.22087655968637","1.75021377462872","2.53243907483849","1.46335407586054","1.33154279195152","1.70691172992601","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 1987","2.64102152651602","2.91551851123493","3.43360645664373","2.40172887269439","4.57103097072565","2.09385722846951","1.89635489944228","0.788198601122621","2.41136330577864","1.92674428355949","2.39474145054643","1.83036657419626","2.77108398860518","1.52926028623537","1.3909156338918","1.78497442308111","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 1987","2.85687154864099","3.12930637612888","3.68151230747757","2.54122980508263","4.95315422544077","2.25282193593474","2.00955364679384","0.842040778424407","2.61272267765888","2.1391880178681","2.59416998262069","1.93179214893789","3.03807854164796","1.75713128898368","1.67763732642984","1.89289395121728","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 1987","3.04508139480287","3.36299600351797","3.97104806539136","2.73325035249614","5.35474109865775","2.40058195030406","2.11037985487809","1.30657738245647","2.75042863143863","2.21832257101839","2.75313564661215","2.01250276838211","3.25099829335584","1.76436101107381","1.68288060483916","1.90398272127175","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 1987","3.29884463353191","3.65762873009489","4.31476794123161","2.95272571328902","5.84451197156202","2.61676233944097","2.24388042050882","1.31855830183484","3.04359069412997","2.37092389292819","3.04010139093406","2.26292562444124","3.56098211288011","1.79625775740673","1.69768135461945","1.96947743107846","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 1987","3.56051142266738","3.99751504357635","4.73308147796981","3.18936667039136","6.48738377794327","2.83559042538604","2.4258829651122","1.33992002481999","3.31247455096484","2.44731446785787","3.17667198069093","2.28722451084683","3.77589637475637","1.81871858483525","1.70935374004604","2.01311061351233","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 1987","4.08639245860103","4.49554077488903","5.27830228317827","3.45988486839193","7.38354770452637","3.25115350410517","2.63477529139905","1.34404683926923","3.90559545001271","3.01615523082645","3.62479359849756","2.60823978652264","4.30970981840175","2.50761047534176","2.46864432650903","2.55321833512491","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 1988","4.71824593565043","5.08918279502991","5.96795914623332","4.07851077185242","8.09233833683014","3.69077422373714","2.85612365680261","1.71288178877112","4.48715269645462","3.71026336088323","4.21141980186978","2.94227264310546","5.06973792666366","3.31169030962085","3.17124524511035","3.54891076409069","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 1988","5.11178304007227","5.61801633432837","6.66366038314843","4.52794743193111","9.0756452589386","3.96840067151584","3.09835399975758","1.87298660696931","4.80515595682904","3.78552721556471","4.32552738069803","2.90253723361987","5.29194514775436","3.35257142062121","3.17124635922163","3.67058156776372","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 1988","5.37354742558597","5.95351183235752","7.0448063374143","4.7264205746735","9.68773737778004","4.22892227396438","3.41024252171893","1.90593902462599","5.07006482738601","3.87208094998145","4.50078756138614","3.07960999834756","5.464124453614","3.35920353992728","3.16900593590147","3.69477667922899","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 1988","5.53894073680059","6.12576916399992","7.19734232949832","4.8027447813215","9.93747066201621","4.42317897968876","3.6816058215455","1.91563120036798","5.24734185749587","4.01592401627054","4.81067137353526","3.53324140430005","5.6687400867435","3.35315065230382","3.15515098842682","3.70431895544366","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 1988","5.64610868821594","6.2440114736902","7.27086256644541","4.83583625774984","10.0635174476015","4.60023144225239","3.9893402201442","1.9761802678498","5.36800842533058","4.09425428418302","4.98581490784331","3.83719383544379","5.75060451795184","3.34399011452629","3.13690421385712","3.71334731666908","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 1988","5.76129213653915","6.32985918830992","7.30568577729613","4.85133211616841","10.1234937389249","4.75478401864951","4.25141670315705","1.99648266755765","5.48115530277848","4.27099090258654","5.35697012353451","4.331313772673","6.03062563107947","3.34534881195277","3.13690421385712","3.71739116025937","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 1988","5.8574565431644","6.39166934027635","7.30658854322305","4.8804450742145","10.0809314093991","4.89993842580023","4.53327302537839","2.04563588265355","5.56329401868183","4.44066783000661","5.71445006015485","4.31641036863245","6.64893350316909","3.34559830804088","3.13690421385712","3.71813372673132","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 1988","5.91134334273018","6.45550317133268","7.31912867277387","4.87162360441465","10.1246587005574","5.03357551140334","4.79478267704126","2.08171001002125","5.63891645420632","4.47021897236953","5.77569651072168","4.31709703014657","6.75256593176512","3.34657040873338","3.13781297463121","3.71921944503356","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
