"Instituto Nacional de Estadística y Geografía",
"Índice Nacional de Precios al Consumidor y sus Componentes",

"Título"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Principales índices, Precios al Consumidor (INPC), Subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Mercancías, Mercancías no alimenticias"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Vivienda"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Educación (colegiaturas)"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, Subyacente, Servicios, Otros servicios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Frutas y verduras"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Agropecuarios, Pecuarios"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (mensual), Resumen, Subíndices subyacente y complementarios, No subyacente, Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Precios al Consumidor (INPC)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Alimentos, bebidas y tabaco"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Mercancías, Mercancías no alimenticias"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Vivienda"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Educación (colegiaturas)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, Subyacente, Servicios, Otros servicios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición)"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Frutas y verduras"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Agropecuarios, Pecuarios"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Energéticos"," Incidencia (INPC, Base segunda quincena de julio 2018), Mensual, Indice Nacional de Precios al Consumidor y sus componentes, No Subyacente (nueva definición), Energéticos y tarifas autorizadas por el gobierno, Tarifas autorizadas por el gobierno",
"Mar 2000","45.5806807820354","49.8281706794952","49.0001637703807","38.5972661576019","58.8339013707373","50.0061597937271","55.7086537636331","32.2086728206724","51.0664962392493","34.1869195900624","35.0229790725238","33.4633936462459","35.9849311798075","33.4982927832511","30.00261627259","40.56454375392","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 2000","45.8400182716419","50.089983176182","49.2352865464437","38.7727766362252","59.1279048455432","50.2961943080097","56.0592942738615","32.2179127677698","51.3945717446065","34.425074961972","35.343854202787","34.4876301166996","35.8577390517185","33.6704139414152","30.1938125276967","40.7108934771794","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 2000","46.0113790737289","50.3090967141156","49.461958027659","38.9097480815801","59.4502181915903","50.50241115863","56.3628265483738","32.3503147143454","51.5426681465588","34.4898509920788","35.8702791338219","35.38246957014","36.1491537616945","33.3675049020586","29.6144628673454","40.860429526216","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 2000","46.2839202410061","50.4779762037959","49.5719074614233","38.9470358115467","59.6417236613761","50.7404479818069","56.6466478902185","32.4387948680725","51.7901105024244","34.9529186563954","36.633334028517","37.1857164559507","36.2493129559366","33.5913636514133","29.9647692621569","40.880407315672","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 2000","46.4644662097181","50.6457675982857","49.6812010019921","39.0041727818568","59.8078755119016","50.9768869823101","56.8493767833906","32.499085407052","52.1116749858251","35.1473764727819","36.7373254534444","37.5235680484475","36.2043291625606","33.8577361104976","30.3616002123768","40.9377077537434","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 2000","46.7197851882783","50.8574684742614","49.8766581772174","39.1170258665441","60.0921444409328","51.2048884076959","57.0025897040397","32.9223402263153","52.3440311363897","35.4741871425453","36.9441112831473","38.2406685263612","36.0860486183709","34.2799124545921","30.9196079999621","41.1474197269283","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 2000","47.0610716040147","51.2492086120412","50.0491204407225","39.2856838520795","60.259641089681","51.857920213989","57.1717217074969","36.3963950387273","52.5345982457911","35.6927461995929","36.9162056236878","38.3576370158432","35.965935774496","34.6946019486837","31.5049477651541","41.2910131587677","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 2000","47.3851358258534","51.5171625245211","50.225221222235","39.4285490282808","60.46607585438","52.2335892918524","57.4216705601479","36.4279035609602","53.126755938667","36.1087304265208","37.2064722932459","39.3627345481733","35.8008603301016","35.2104258250677","32.2910809474404","41.3723402902375","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 2000","47.7902878628328","51.8446523294999","50.5328691829826","39.6247015468371","60.8911699892097","52.5798380718648","57.6660844142412","36.4279035609602","53.6696621032188","36.6440378521809","37.2165129489036","39.1524499970842","35.95115866949","36.1636809720028","33.7993859252086","41.4295884401001","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 2000","48.307671180741","52.1366898999985","50.7638478371252","39.756227663888","61.2293157226515","52.9415734467752","57.9480493888211","36.4279035609602","54.214262308574","37.5800541602301","38.8773696702184","42.7547513285575","36.3745585275489","36.5218337620582","34.3136900055773","41.5389107808201","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 2001","48.5754762479341","52.5242231191966","51.1543915266277","40.1964688546821","61.5382761427192","53.3189477117993","58.412072538192","36.7083352925515","54.5510007738192","37.5911335646972","38.398598015584","40.8884141606083","36.7795813356258","36.9230068701862","34.7340355853165","41.9224019307871","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Feb 2001","48.5433281595649","52.9203468444898","51.5415434441753","40.5889470181974","61.8975549723128","53.7194049264174","58.7978556704599","36.9164674309235","55.0266488056669","36.702649113034","35.9058044232533","34.7386981553001","36.6171111578152","37.3127338693688","35.0859276527209","42.3895881258923","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Mar 2001","48.8508877817244","53.237142751616","51.7891934226024","40.8630518197442","62.0995742416453","54.1153626719485","59.1174001072773","36.9192694078588","55.6126469045862","36.9722229662545","36.4173183486104","35.6051284271199","36.9022214317583","37.3894547751414","35.0110937086831","42.7231035145975","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Abr 2001","49.0973086323825","53.4935971376934","52.0264192693608","41.1523878026855","62.2608004774071","54.3910150021041","59.3991579727407","36.9213441955438","55.9702382434609","37.1829002585231","37.1652372942304","36.5350820686812","37.5335902902135","37.1721500664712","34.5227870358479","42.9522121383967","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"May 2001","49.2099704636254","53.6865317946297","52.1829141083254","41.365126047357","62.3407825301863","54.6252332576825","59.6331282558558","37.034854643804","56.2439195841494","37.127908414276","37.5682710383621","36.8788491970612","37.9739992158925","36.7524385731775","33.408856414719","43.6810011763273","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jun 2001","49.3263637671915","53.8588510589044","52.3361387837728","41.4719760008087","62.5414574305847","54.8179940576529","59.8445165214378","37.1384240407615","56.4500198590459","37.1247755260407","37.4949406160527","36.7378576434752","37.9438089481607","36.8052107582735","33.4087590434055","43.8242925913224","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Jul 2001","49.1982019640303","53.9419219820456","52.2941119439796","41.4807054771017","62.4405347181346","55.0524801091235","60.0897646810471","37.1762365425503","56.738266065252","36.5815895861481","37.1625759503392","36.2304522355821","37.7231747509744","36.0944962943676","32.2023973729866","43.9187554834286","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ago 2001","49.4896875471858","54.1217831794574","52.3870252267687","41.5090218568004","62.6062197807196","55.3355382461097","60.3136134489797","37.5822789063872","57.0353444666563","37.0780166326294","38.6434720474807","39.3306678856776","38.1718487446814","35.8065935955158","31.7040620282442","43.9731985909226","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Sep 2001","49.9503811497724","54.5314054452267","52.5029157993888","41.5964236960407","62.7500541506483","56.0970970151889","60.6040553488619","41.5130763721022","57.2160224218866","37.6122177152878","39.365461080147","40.6246505580528","38.5290494093794","36.1908900645577","32.3207458581739","43.9818226753795","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Oct 2001","50.1761353677535","54.6688532611504","52.6044263896541","41.7740366941011","62.7541434291574","56.2761425729858","60.8520752388695","41.5333334345981","57.3872416257266","38.0004267677353","39.8233956688706","41.4338022792336","38.7629827153941","36.5233129217918","32.8135829700466","44.0573426271529","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Nov 2001","50.3651489088722","54.7995072446843","52.6980813051513","41.8755076125942","62.8331818685745","56.449804949523","61.0420529215744","41.5338876358718","57.6021796007915","38.294273544363","39.4934284933035","40.796944488489","38.6286840233625","37.3137482735859","34.0876402427722","44.0656292574092","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Dic 2001","50.434898785093","54.9307596159811","52.7463639861187","41.91232303956","62.8926219026556","56.6802079463944","61.2393183884644","41.5338876358718","57.934060786015","38.2364229291389","39.4035518348056","40.2003985452691","38.8614497185049","37.2814407448227","33.8809419794927","44.3244645474047","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E","N/E",
"Ene 2002","50.9004720097159","55.2047650335371","52.8537365193623","42.1694201922375","62.8134424912331","57.1531693610405","61.6266431886423","41.7320131662486","58.5686284388354","39.0567061902744","40.4827989317698","42.9163752561241","38.8977456198661","37.8949463478773","33.593220456342","46.4706758903217","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Feb 2002","50.8677498490805","55.5953163513728","53.1386813630916","42.4483868159493","63.089812431234","57.6661847773663","62.1973855811848","41.8791387597618","59.150217934416","38.1778489424555","37.4255476375818","35.3309545793795","38.7259818631398","38.7514762588347","34.7402609367257","46.8711240622804","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Mar 2002","51.1279484444964","55.8216580550316","53.2794105331082","42.693525522496","63.0968024419441","57.993314864211","62.5303894232087","41.9426368151859","59.5567609747585","38.4894149433189","37.4540363872417","35.625617523871","38.58498986705","39.2882676280387","35.4825659806307","47.0827820151662","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Abr 2002","51.4072349725615","56.0207118684115","53.3911382581677","42.8309320191735","63.1713657071746","58.2957065413106","62.8655707488201","41.9502077360679","59.92525162571","38.9116788352763","38.0233789123951","37.3306767983073","38.4307934600234","39.5931211613477","35.8181607978303","47.3470920312281","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"May 2002","51.5114292313976","56.1243178142475","53.4241848524512","42.9193307375558","63.1358136943903","58.4837665226902","63.1716911570134","41.9617034492594","60.06942846425","39.0105586545595","38.3827641654807","38.722976915061","38.1322724124991","39.4844771199578","35.5134083251158","47.5632427649814","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Jun 2002","51.7625861769592","56.1952911714661","53.3919039946999","42.8876995988308","63.1045374934587","58.6796758687068","63.4795126962404","42.0244805727919","60.2132140147895","39.6069131858833","39.4260035041906","41.4483520379235","38.1036852397767","39.7245494321233","35.8384249770656","47.6695844879297","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Jul 2002","51.9111813533618","56.2708283783629","53.3465690935088","42.8703878559483","63.0277694666944","58.8819107416482","63.7482636292584","42.064057049872","60.4153957460783","39.9228849448036","40.3096069270325","43.5763417030855","38.2099851747985","39.663774053317","35.7104489236761","47.7399193660499","N/E","N/E","N/E","0","N/E","N/E","0","0","N/E","N/E","0","0","0","N/E","0","N/E",
"Ago 2002","52.1085603012643","56.4604126613967","53.4407646641606","42.9390502990165","63.1458263793855","59.1638083975297","64.0182512753475","42.6061280307039","60.60089819334","40.1397067216967","40.5669103394018","43.6178974981264","38.5996055491625","39.8553542586487","35.9622714525079","47.8138128670366","N/E","N/E","N/E","0.02344634","N/E","N/E","0.07570847","0.06698535","N/E","N/E","0.05221889","0.00321877","0.04900012","N/E","0.054512","N/E",
"Sep 2002","52.4219835649941","56.8322164565138","53.4803289147656","43.0121505487709","63.152838955282","59.8583919515173","64.2844502158302","45.7042462422055","60.7170892689695","40.2947481850623","40.3037143573248","43.0199333182307","38.5431621207674","40.2700423364323","36.4997943583814","47.9886989189703","N/E","N/E","N/E","0.02486711","N/E","N/E","0.0743631","0.38139262","N/E","N/E","-0.05321229","-0.04614066","-0.00707163","N/E","0.11591646","N/E",
"Oct 2002","52.6530360866857","56.9647475702841","53.6411943070869","43.2652175599892","63.2238224915913","59.962683045704","64.5286733440985","45.7056466056429","60.7346476865425","40.7856359980346","40.3361903643758","42.9122669437087","38.6618796585035","41.045365039745","37.6411009134773","48.046425319412","N/E","N/E","N/E","0.08557372","N/E","N/E","0.06781666","0.00017136","N/E","N/E","0.0065267","-0.00825823","0.01478493","N/E","0.24465205","N/E",
"Nov 2002","53.0788772813736","57.0745568777273","53.7180737162689","43.3989012250315","63.245491734805","60.104168142178","64.7536669645615","45.7056466056429","60.8551991264853","42.0431860664628","41.3517629452021","45.74582503478","38.5555658296919","42.452582853644","39.7218428426175","48.132910147052","N/E","N/E","N/E","0.04500601","N/E","N/E","0.06220239","0","N/E","N/E","0.20320266","0.21638467","-0.01318201","N/E","0.44407064","N/E",
"Dic 2002","53.3099298030651","57.1933337198778","53.7760013698725","43.4927192387341","63.2684668193814","60.2818417625306","64.9335312162145","45.7056466056429","61.0992646415323","42.5697860513206","42.8108471921644","49.1371241079724","38.8214464150484","42.3998715705631","39.586397696471","48.2432462746886","N/E","N/E","N/E","0.03133156","N/E","N/E","0.04932707","0","N/E","N/E","0.28960253","0.25689995","0.03270258","N/E","-0.02867483","N/E",
"Ene 2003","53.5254406753155","57.4478139644957","53.9217173683208","43.7930162148048","63.2644109173116","60.6414134812025","65.2554400651051","45.8718148896729","61.5650990822224","42.6799649548489","42.108074840816","46.5735799331925","39.2662317422445","43.0148307847098","40.3178046599867","48.6323720785025","N/E","N/E","N/E","0.09985257","N/E","N/E","0.0878994","0.01999513","N/E","N/E","-0.13888304","-0.19335317","0.05447013","N/E","0.15417326","N/E",
"Feb 2003","53.6741224549695","57.7328882268372","54.1568708812872","44.0785087823338","63.4493988323711","60.9739927664258","65.6216105824396","46.166016346512","61.8783101551616","42.4661623638547","41.2768847106414","43.4392645561914","39.8553192646819","43.184519753392","40.4759359630182","48.8260351135523","N/E","N/E","N/E","0.09454786","N/E","N/E","0.09958295","0.03525897","N/E","N/E","-0.16360009","-0.23545168","0.07185159","N/E","0.03319834","N/E",
"Mar 2003","54.0129304127862","57.9674639718191","54.3613710233952","44.3289000084952","63.6082392872051","61.2369161614825","65.93007476653","46.2395997245195","62.1720311473023","43.0785377809015","42.4813552136229","45.920586335645","40.270771181036","43.4289206344005","40.8111071982433","48.8928118816546","N/E","N/E","N/E","0.08269361","N/E","N/E","0.083657","0.00879428","N/E","N/E","0.23641512","0.18588233","0.05053279","N/E","0.07017158","N/E",
"Abr 2003","54.1051441994704","58.1638072572365","54.4539830928378","44.4623829905628","63.6608506815936","61.5336889682569","66.1500092696215","46.3108205176543","62.6240299172506","42.8941257401447","42.1077613976299","44.415369267598","40.5949443947765","43.3620757140678","40.6607874767327","48.990382221994","N/E","N/E","N/E","0.04380709","N/E","N/E","0.05927295","0.0084585","N/E","N/E","-0.07286927","-0.11205205","0.03918278","N/E","-0.03127347","N/E",
"May 2003","53.9305596707487","58.3181026264175","54.5663840378239","44.5895418619266","63.7582221030978","61.7282199404721","66.3580762824223","46.3291781793159","62.873896646203","41.8504482286231","41.9049044454023","44.2401564723634","40.3755029308643","41.7967547509737","38.2521302355724","49.0801134449166","N/E","N/E","N/E","0.04166054","N/E","N/E","0.05597914","0.00217652","N/E","N/E","-0.03949976","-0.01302106","-0.0264787","N/E","-0.50025905","N/E",
"Jun 2003","53.9751123991466","58.3815868586032","54.5455882680876","44.6323474976152","63.6764027003506","61.8737182426839","66.5667848371859","46.3590782690998","63.0064340434887","41.8451875698944","41.8285543331514","44.1372408722987","40.315680278645","41.8356422617477","38.2953269045446","49.1107530147639","N/E","N/E","N/E","0.01406966","N/E","N/E","0.05633363","0.0035565","N/E","N/E","-0.01491484","-0.00767302","-0.00724183","N/E","0.00900067","N/E",
"Jul 2003","54.0533387013335","58.4608106171407","54.4907779197934","44.6277809430223","63.5736697141767","62.0834668018481","66.7203304651478","46.4148850054654","63.3254265620914","41.9199303398624","42.0063961980674","45.1753144878793","39.9633279558846","41.8463262684752","38.2817541948355","49.1694175344951","N/E","N/E","N/E","-0.00149972","N/E","N/E","0.04140996","0.0066325","N/E","N/E","0.03471226","0.07733088","-0.04261862","N/E","-0.00282573","N/E",
"Ago 2003","54.2154899105024","58.6701366950025","54.60415792973","44.6871230076284","63.7381873950976","62.3855648014577","66.9306391518034","47.4118667296821","63.4300535163548","41.9548316483781","41.8082597698688","44.454631385953","40.08745329331","42.0259245404651","38.5154373402063","49.2434093920325","N/E","N/E","N/E","0.01946062","N/E","N/E","0.05663644","0.11831752","N/E","N/E","-0.03861754","-0.05360935","0.01499181","N/E","0.04858062","N/E",
"Sep 2003","54.5382381638973","58.9513601061563","54.6897053837676","44.7536273084184","63.8414176757071","62.8566226984551","67.1323160932704","49.619053950693","63.4475710241258","42.3844881491983","42.5093552598725","45.7564437895025","40.4170488573071","42.2868167354728","38.8622480112606","49.3363716630234","N/E","N/E","N/E","0.02174428","N/E","N/E","0.05414974","0.26115743","N/E","N/E","0.13623817","0.0965486","0.03968957","N/E","0.07188355","N/E",
"Oct 2003","54.7382073867067","59.0778892966486","54.8228147399128","44.9550562272859","63.907823155701","62.9761782303286","67.335270403746","49.6160853192846","63.5390342497783","42.777760280822","42.9190542564781","46.2249952661755","40.7896101366977","42.6697012066395","39.4049284720784","49.4062388865657","N/E","N/E","N/E","0.06546962","N/E","N/E","0.05417027","-0.00034917","N/E","N/E","0.07914239","0.03454439","0.044598","N/E","0.11181597","N/E",
"Nov 2003","55.1925416053699","59.2331002044311","55.0173634349389","45.2360152387383","64.0178107176739","63.092307102488","67.4804763709454","49.6325001556377","63.6670745164591","44.0202127478758","43.472109350728","46.6348625478118","41.4296501246145","44.3396707946479","41.8701440874277","49.516844470243","N/E","N/E","N/E","0.09098502","N/E","N/E","0.03861501","0.00192367","N/E","N/E","0.1064441","0.03010734","0.07633676","N/E","0.50608508","N/E",
"Dic 2003","55.4298107868381","59.4044609340004","55.1806648071222","45.5354156097112","64.0489874559065","63.2707934535776","67.6114355767555","49.6330493306088","63.9569239040006","44.4301932196798","44.3739651399881","47.9753493671047","42.0593962560523","44.4440080675653","42.0069974535892","49.5576660502597","N/E","N/E","N/E","0.09615862","N/E","N/E","0.03453955","6.383E-05","N/E","N/E","0.17214691","0.09765638","0.07449053","N/E","0.02786333","N/E",
"Ene 2004","55.7743173494501","59.6330969732103","55.4120684744434","45.9645087925109","64.0885175611575","63.4957353715566","67.8373896310318","49.7576487320171","64.2179483084899","45.0770649594588","45.0978921500309","47.5005964911981","43.5200025856252","45.0427222083215","42.2211534951946","50.9199498631838","N/E","N/E","N/E","0.13781215","N/E","N/E","0.05959375","0.0144817","N/E","N/E","0.13818373","-0.03458643","0.17277016","N/E","0.04360215","N/E",
"Feb 2004","56.1079447574531","59.9018489267187","55.6921138584329","46.3473041695048","64.2676504226066","63.7522947349581","68.1494772725069","49.9628555195814","64.4414852915056","45.5798873712609","45.5190710647716","47.0624977667269","44.4694851618324","45.5960054180472","42.5771544801841","51.866615939405","N/E","N/E","N/E","0.12294265","N/E","N/E","0.08231087","0.02385039","N/E","N/E","0.08039495","-0.03191612","0.11231107","N/E","0.07248176","N/E",
"Mar 2004","56.2980709356166","60.1215211652957","55.8710994709539","46.5981189425564","64.3762159223756","64.0107396891143","68.564679625704","50.0306495639848","64.6309197067521","45.6908481426627","45.2248714211942","44.9325184931127","45.3065621113645","45.9585130794742","42.9161546805001","52.2780025627008","N/E","N/E","N/E","0.08055435","N/E","N/E","0.10950663","0.00787944","N/E","N/E","-0.05615705","-0.15517204","0.09901499","N/E","0.06902041","N/E",
"Abr 2004","56.3830319525618","60.3195487296494","55.9985709743895","46.7966056909034","64.434432414325","64.2767978447973","68.917458664993","50.1347462548135","64.8796739268479","45.4744435809905","44.365126550979","43.2379490356127","44.9628466056417","46.1417176360874","42.8398888729405","52.9749131614612","N/E","N/E","N/E","0.06374812","N/E","N/E","0.09304293","0.01209875","N/E","N/E","-0.16410875","-0.12345181","-0.04065694","N/E","-0.01552771","N/E",
"May 2004","56.2416029426468","60.4587426336817","56.153229987791","47.0123688367906","64.5291681611772","64.4002880498162","69.1585592562976","50.2054682272624","64.9163933800521","44.59259864411","43.9645942343046","42.8395585676294","44.561866324952","44.9614023588697","41.0095513304186","53.0704473023973","N/E","N/E","N/E","0.0692968","N/E","N/E","0.06358854","0.00821974","N/E","N/E","-0.07645391","-0.02902332","-0.04743059","N/E","-0.37265654","N/E",
"Jun 2004","56.3317445094056","60.619554364922","56.3212542982092","47.2341044229542","64.6442812007433","64.5533599222273","69.3180306237571","50.2748331597605","65.0949998800778","44.4950695406348","43.1842369654891","40.781270444341","44.5702700761789","45.2879473923826","41.4938248659175","53.0876776417613","N/E","N/E","N/E","0.07121497","N/E","N/E","0.04205942","0.00806202","N/E","N/E","-0.14895518","-0.14994923","0.00099405","N/E","0.09859804","N/E",
"Jul 2004","56.4793901790965","60.725137445639","56.4108094253594","47.4097868712571","64.6503263861223","64.6741343718971","69.4696680252507","50.4060345025092","65.1822025703289","44.7533965936587","43.4623262933472","41.2112023727435","44.7542363411069","45.5338796269478","41.7924763956562","53.2311489559217","N/E","N/E","N/E","0.05642405","N/E","N/E","0.03999327","0.01524902","N/E","N/E","0.0530819","0.03132116","0.02176074","N/E","0.06080542","N/E",
"Ago 2004","56.8280411815599","60.8938962882527","56.5841452943818","47.6199041673006","64.7869963266533","64.8376921860802","69.5899820165875","50.9623323259973","65.2264515886247","45.5736640712","45.1451126560375","43.7967081069192","45.8773875253398","45.8181439970152","42.185400453845","53.3027263061147","N/E","N/E","N/E","0.06748351","N/E","N/E","0.03173195","0.06465634","N/E","N/E","0.31421153","0.18435779","0.12985374","N/E","0.0799993","N/E",
"Sep 2004","57.2979170496642","61.2424531614599","56.7808342042539","47.877852253725","64.9233009990953","65.3330181065821","69.770344919502","53.3453720989439","65.2487701799061","46.3607556357335","46.7572540498217","47.605582393127","46.1330785526685","46.0925160292413","42.5703036059166","53.3606482724841","N/E","N/E","N/E","0.08046143","N/E","N/E","0.04620057","0.26900141","N/E","N/E","0.2988717","0.2694972","0.02937451","N/E","0.0761112","N/E",
